id,A,B,C,D,E,F,G,H,I
0210735171,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1152884209,0.58,0.04,0.03,0.00,0.00,0.00,0.23,0.00,0.11
0506749091,0.01,0.00,0.59,0.00,0.01,0.00,0.00,0.39,0.00
2027058708,0.00,0.00,0.60,0.00,0.00,0.35,0.04,0.00,0.00
0285919601,0.00,0.00,0.90,0.00,0.01,0.07,0.02,0.00,0.00
0077114459,0.00,0.01,0.02,0.00,0.00,0.04,0.92,0.01,0.00
0350670865,0.00,0.00,0.56,0.00,0.03,0.00,0.00,0.41,0.00
1214649785,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0304467383,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0472582885,0.02,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0198089054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1855205029,0.00,0.64,0.02,0.00,0.00,0.00,0.00,0.33,0.00
1003773088,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
0192358057,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0524118005,0.56,0.00,0.34,0.00,0.01,0.01,0.02,0.02,0.04
1548256372,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.60,0.00
1553037604,0.91,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.04
0827365855,0.00,0.01,0.00,0.00,0.01,0.00,0.98,0.00,0.00
1990253028,0.04,0.00,0.00,0.02,0.00,0.04,0.00,0.00,0.89
0136528665,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1546653910,0.00,0.00,0.10,0.00,0.02,0.09,0.00,0.77,0.02
1285426817,0.00,0.00,0.02,0.00,0.00,0.01,0.96,0.00,0.00
1683572821,0.00,0.20,0.00,0.00,0.00,0.00,0.62,0.13,0.05
0409337054,0.47,0.00,0.00,0.00,0.01,0.00,0.01,0.47,0.04
1439794325,0.00,0.01,0.02,0.00,0.00,0.00,0.23,0.67,0.06
2093490527,0.00,0.01,0.01,0.05,0.00,0.00,0.00,0.03,0.89
1026582635,0.00,0.00,0.05,0.00,0.01,0.00,0.00,0.89,0.04
1429605126,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00
2145108540,0.01,0.01,0.13,0.01,0.04,0.07,0.21,0.01,0.52
1377998359,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0401214798,0.00,0.00,0.07,0.00,0.00,0.23,0.70,0.00,0.00
1438296567,0.70,0.00,0.21,0.00,0.01,0.00,0.00,0.01,0.06
1528143487,0.00,0.05,0.95,0.00,0.00,0.00,0.00,0.00,0.00
0854594167,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1501833939,0.00,0.00,0.25,0.00,0.07,0.00,0.66,0.00,0.00
0710412681,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.02
0228995070,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.95,0.02
0777657954,0.01,0.00,0.04,0.01,0.00,0.61,0.33,0.00,0.00
1219483137,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1064139926,0.00,0.51,0.01,0.00,0.25,0.04,0.07,0.10,0.01
0381881455,0.00,0.02,0.00,0.38,0.00,0.05,0.43,0.09,0.03
1582418578,0.06,0.05,0.34,0.00,0.01,0.01,0.21,0.29,0.01
1399664544,0.99,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
2112624977,0.01,0.01,0.00,0.33,0.00,0.05,0.00,0.53,0.06
1616679680,0.00,0.00,0.62,0.00,0.00,0.02,0.00,0.35,0.00
0447096964,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.79,0.00
0091202422,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
0900029903,0.00,0.06,0.63,0.00,0.00,0.01,0.03,0.23,0.03
1413997500,0.00,0.00,0.02,0.00,0.01,0.00,0.96,0.00,0.00
0547602317,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0314109444,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1975513872,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0217108967,0.00,0.00,0.04,0.00,0.00,0.01,0.00,0.16,0.79
1663445164,0.08,0.01,0.80,0.00,0.01,0.00,0.00,0.07,0.02
1459310616,0.02,0.03,0.72,0.00,0.00,0.15,0.00,0.07,0.00
1770218821,0.00,0.00,0.88,0.00,0.00,0.02,0.03,0.02,0.03
0962800338,0.00,0.00,0.01,0.00,0.00,0.05,0.95,0.00,0.00
0328747599,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0940936050,0.00,0.00,0.10,0.00,0.00,0.00,0.02,0.25,0.62
1579004837,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1944780477,0.00,0.01,0.05,0.00,0.00,0.01,0.00,0.92,0.01
1423330245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1269118083,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1746381285,0.12,0.00,0.01,0.00,0.01,0.00,0.00,0.74,0.12
0529787153,0.00,0.00,0.72,0.00,0.01,0.13,0.14,0.00,0.00
0392595691,0.00,0.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00
1994966722,0.02,0.00,0.74,0.00,0.00,0.00,0.00,0.10,0.14
1002056593,0.00,0.00,0.00,0.01,0.00,0.22,0.03,0.06,0.66
1346222513,0.60,0.01,0.03,0.08,0.01,0.06,0.17,0.02,0.02
0836915589,0.89,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.04
1132563234,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0863313621,0.00,0.00,0.04,0.00,0.01,0.03,0.92,0.00,0.00
1039934815,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1216755270,0.01,0.02,0.14,0.56,0.06,0.05,0.14,0.01,0.00
1193707672,0.00,0.00,0.01,0.00,0.00,0.05,0.94,0.00,0.00
0485811251,0.83,0.00,0.03,0.00,0.00,0.00,0.00,0.14,0.00
1174786455,0.00,0.02,0.07,0.00,0.01,0.31,0.49,0.10,0.01
2009961112,0.00,0.00,0.01,0.22,0.00,0.67,0.04,0.00,0.05
1044510423,0.68,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.01
0444698974,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1259831884,0.11,0.10,0.01,0.02,0.01,0.24,0.21,0.02,0.28
1608747258,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.01
2006919890,0.01,0.00,0.90,0.00,0.00,0.00,0.06,0.00,0.02
1985606522,0.01,0.01,0.88,0.00,0.01,0.01,0.03,0.05,0.00
0681324972,0.05,0.00,0.03,0.00,0.03,0.00,0.18,0.59,0.12
1672204456,0.23,0.00,0.02,0.00,0.00,0.00,0.00,0.48,0.27
0181505881,0.01,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.82
0394330882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1700494558,0.00,0.00,0.42,0.01,0.02,0.53,0.03,0.00,0.00
1643725407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0853013079,0.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
1195142736,0.00,0.00,0.00,0.00,0.00,0.87,0.03,0.00,0.09
0593232368,0.00,0.00,0.00,0.94,0.00,0.00,0.01,0.00,0.05
1034757417,0.00,0.00,0.35,0.00,0.00,0.07,0.00,0.54,0.03
1321753292,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0373459596,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1832154470,0.00,0.00,0.01,0.00,0.00,0.04,0.95,0.00,0.00
0093954227,0.00,0.00,0.02,0.00,0.00,0.00,0.84,0.14,0.00
2115586091,0.00,0.03,0.00,0.00,0.01,0.01,0.29,0.63,0.03
0857067644,0.01,0.00,0.02,0.01,0.00,0.00,0.00,0.95,0.01
0469824272,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.02
0619872029,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.41
0878230801,0.00,0.00,0.85,0.00,0.01,0.02,0.03,0.08,0.01
0577387806,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00
1904822411,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1411121797,0.00,0.38,0.00,0.00,0.00,0.00,0.61,0.00,0.00
0004160606,0.19,0.01,0.76,0.00,0.00,0.00,0.00,0.01,0.03
1619714097,0.01,0.17,0.01,0.04,0.01,0.00,0.20,0.53,0.04
1417245436,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0233448665,0.00,0.00,0.02,0.00,0.00,0.09,0.88,0.00,0.01
1113254426,0.00,0.01,0.05,0.14,0.00,0.00,0.12,0.67,0.00
1160707006,0.00,0.00,0.92,0.00,0.00,0.05,0.01,0.01,0.00
1819705043,0.00,0.00,0.00,0.75,0.00,0.22,0.01,0.00,0.01
1657294048,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1909215378,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.96
1309138261,0.00,0.09,0.79,0.00,0.00,0.00,0.02,0.03,0.07
0552942334,0.00,0.00,0.01,0.95,0.00,0.00,0.00,0.01,0.02
0310057140,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
1221152290,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.92,0.01
0410302584,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.03,0.00
1667074863,0.00,0.00,0.86,0.00,0.04,0.01,0.01,0.09,0.00
0712169774,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0379478185,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0623351286,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1978365666,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.01,0.00
0062378488,0.99,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
1739494400,0.00,0.00,0.95,0.04,0.01,0.00,0.00,0.00,0.00
0171196469,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
0655919282,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.27,0.69
1827321118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.94
0978298381,0.00,0.00,0.02,0.94,0.00,0.00,0.00,0.00,0.03
2051452658,0.01,0.00,0.09,0.00,0.32,0.00,0.00,0.00,0.57
1476131070,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1828467182,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0708294098,0.04,0.00,0.95,0.00,0.00,0.00,0.01,0.00,0.00
1485863065,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01,0.00
0605681795,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1971175775,0.19,0.00,0.64,0.00,0.01,0.00,0.15,0.00,0.01
2001077856,0.00,0.01,0.04,0.00,0.00,0.02,0.85,0.01,0.08
0108592382,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0770080983,0.45,0.01,0.32,0.00,0.00,0.01,0.00,0.20,0.00
1111456381,0.00,0.00,0.00,0.01,0.14,0.00,0.01,0.00,0.84
1534823673,0.00,0.00,0.00,0.00,0.00,0.06,0.94,0.00,0.00
0025737597,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1379670228,0.00,0.00,0.46,0.01,0.01,0.11,0.39,0.01,0.01
1634974063,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.98
0567953926,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0283480168,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1437704239,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
0818216922,0.06,0.00,0.89,0.00,0.00,0.01,0.00,0.03,0.01
0120148491,0.96,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00
0899235529,0.00,0.38,0.47,0.00,0.00,0.02,0.00,0.00,0.13
0985311753,0.75,0.01,0.03,0.00,0.00,0.00,0.01,0.00,0.19
1019000696,0.00,0.01,0.01,0.00,0.09,0.00,0.01,0.48,0.40
2061337493,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.89,0.00
1411710693,0.00,0.00,0.00,0.00,0.00,0.02,0.98,0.00,0.00
0903540614,0.18,0.02,0.78,0.00,0.00,0.01,0.01,0.00,0.00
0624628733,0.00,0.00,0.47,0.00,0.01,0.00,0.01,0.51,0.00
0576763391,0.00,0.00,0.04,0.00,0.00,0.94,0.01,0.00,0.00
1046882711,0.04,0.01,0.13,0.00,0.00,0.08,0.01,0.65,0.07
1429129456,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.96,0.00
0876540051,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0249690220,0.06,0.00,0.88,0.00,0.03,0.00,0.00,0.01,0.02
0249639727,0.00,0.00,0.00,0.00,0.00,0.97,0.02,0.00,0.00
1220204501,0.00,0.00,0.34,0.00,0.00,0.55,0.00,0.00,0.10
0854987433,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1247098647,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0027369644,0.00,0.99,0.00,0.00,0.00,0.00,0.01,0.00,0.00
0197975263,0.40,0.02,0.17,0.00,0.04,0.06,0.26,0.03,0.02
1279103059,0.25,0.07,0.42,0.01,0.06,0.01,0.01,0.07,0.08
1092758023,0.00,0.57,0.30,0.00,0.01,0.00,0.00,0.12,0.00
1632613261,0.00,0.00,0.98,0.00,0.00,0.01,0.01,0.00,0.00
0292879577,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.98
0518831470,0.00,0.00,0.01,0.02,0.02,0.67,0.27,0.00,0.00
0751449425,0.00,0.00,0.93,0.00,0.00,0.06,0.00,0.00,0.00
1767249602,0.00,0.00,0.97,0.00,0.00,0.02,0.00,0.00,0.01
1641054954,0.00,0.02,0.02,0.01,0.08,0.01,0.73,0.00,0.13
0715924014,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1013899855,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0430821373,0.00,0.01,0.03,0.00,0.00,0.01,0.94,0.00,0.01
0201638935,0.00,0.00,0.95,0.00,0.05,0.00,0.00,0.00,0.00
1075530230,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.95
1793501080,0.00,0.00,0.04,0.00,0.00,0.01,0.05,0.00,0.90
0221906091,0.75,0.00,0.21,0.00,0.00,0.00,0.02,0.01,0.00
1930338825,0.83,0.04,0.09,0.00,0.00,0.01,0.01,0.00,0.00
1608408277,0.00,0.02,0.69,0.00,0.05,0.02,0.20,0.00,0.01
1882337186,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1236139345,0.29,0.01,0.60,0.00,0.00,0.04,0.01,0.00,0.05
1119863990,0.37,0.00,0.25,0.00,0.00,0.02,0.13,0.21,0.00
0870166255,0.00,0.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00
1088919300,0.00,0.00,0.01,0.00,0.37,0.00,0.59,0.00,0.02
0825452817,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.61,0.01
1261837304,0.00,0.00,0.90,0.00,0.07,0.00,0.01,0.00,0.00
0241762398,0.00,0.01,0.17,0.00,0.63,0.01,0.01,0.04,0.13
0026942770,0.00,0.00,0.07,0.00,0.12,0.00,0.03,0.59,0.19
1190569113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1558182441,0.00,0.01,0.24,0.00,0.01,0.00,0.03,0.71,0.00
0117396686,0.01,0.01,0.05,0.00,0.00,0.13,0.78,0.01,0.01
0853523199,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1877496331,0.00,0.01,0.00,0.00,0.02,0.00,0.76,0.17,0.04
0701831147,0.16,0.30,0.01,0.00,0.03,0.00,0.17,0.34,0.00
1051138229,0.98,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1831065010,0.01,0.00,0.00,0.03,0.00,0.02,0.05,0.88,0.01
0944215107,0.21,0.02,0.70,0.00,0.00,0.01,0.00,0.00,0.06
1555451372,0.03,0.04,0.15,0.00,0.00,0.00,0.02,0.37,0.37
1064743507,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0854291855,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.92
0886199794,0.00,0.00,0.06,0.08,0.01,0.83,0.02,0.00,0.00
0476804650,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1197780192,0.54,0.00,0.08,0.00,0.07,0.00,0.09,0.00,0.21
1043492706,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1947786506,0.00,0.00,0.00,0.00,0.00,0.01,0.98,0.00,0.00
1114535602,0.00,0.04,0.00,0.00,0.00,0.12,0.84,0.00,0.00
0035180413,0.00,0.12,0.05,0.25,0.12,0.06,0.37,0.00,0.01
0996600035,0.00,0.20,0.01,0.00,0.00,0.00,0.78,0.01,0.00
0540098512,0.00,0.00,0.02,0.00,0.00,0.43,0.55,0.00,0.00
0981917466,0.00,0.00,0.61,0.00,0.02,0.23,0.14,0.00,0.00
1488768705,0.19,0.03,0.17,0.01,0.02,0.08,0.05,0.43,0.01
1931382401,0.00,0.01,0.00,0.00,0.00,0.01,0.96,0.01,0.00
0762561002,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.04,0.00
0395269461,0.00,0.18,0.58,0.01,0.01,0.00,0.15,0.05,0.02
1941926645,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1730575732,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1423324943,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
0929702698,0.00,0.02,0.22,0.00,0.03,0.00,0.04,0.04,0.64
1284626035,0.24,0.00,0.01,0.53,0.00,0.14,0.03,0.00,0.04
0334925014,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1437438030,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1400658757,0.84,0.00,0.09,0.00,0.00,0.00,0.02,0.00,0.04
0750583567,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.10,0.00
0505937881,0.04,0.00,0.07,0.00,0.01,0.02,0.63,0.22,0.01
1443963398,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0287793211,0.00,0.00,0.01,0.95,0.01,0.03,0.00,0.00,0.00
0241600119,0.00,0.00,0.56,0.06,0.01,0.21,0.01,0.01,0.12
1552245038,0.55,0.03,0.00,0.04,0.00,0.02,0.00,0.03,0.33
1633706062,0.87,0.01,0.02,0.00,0.01,0.00,0.09,0.00,0.00
1383718399,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.94,0.00
0450724301,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
0654739627,0.55,0.11,0.03,0.16,0.01,0.04,0.06,0.02,0.01
1583002922,0.01,0.18,0.00,0.00,0.57,0.00,0.01,0.22,0.00
0765421851,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1964145331,0.00,0.00,0.95,0.00,0.00,0.00,0.01,0.04,0.00
0240885059,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0447462644,0.00,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
2052549632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1534158207,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
1340894125,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1352846807,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.01,0.00
2033066891,0.01,0.03,0.71,0.00,0.00,0.02,0.18,0.05,0.00
0027432365,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2061615721,0.00,0.18,0.00,0.00,0.06,0.00,0.70,0.04,0.01
0293807931,0.00,0.00,0.00,0.00,0.00,0.03,0.94,0.00,0.02
1830715405,0.00,0.00,0.82,0.01,0.02,0.13,0.01,0.00,0.00
1950104272,0.00,0.00,0.74,0.00,0.04,0.02,0.04,0.01,0.15
1509897219,0.01,0.01,0.82,0.00,0.01,0.01,0.10,0.04,0.00
1005404357,0.00,0.09,0.00,0.03,0.00,0.86,0.01,0.00,0.00
0851082930,0.00,0.96,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0960197391,0.00,0.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00
0880338092,0.11,0.00,0.35,0.00,0.00,0.01,0.01,0.00,0.52
1200359780,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0630017109,0.11,0.00,0.81,0.00,0.02,0.00,0.02,0.03,0.01
1342935475,0.00,0.00,0.04,0.07,0.00,0.00,0.04,0.08,0.76
1478154542,0.00,0.00,0.04,0.00,0.01,0.00,0.00,0.29,0.65
1088560441,0.01,0.08,0.21,0.00,0.02,0.01,0.55,0.07,0.04
1452316931,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1747307165,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.25,0.74
0143595744,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.99
1913155798,0.00,0.00,0.41,0.00,0.00,0.59,0.00,0.00,0.00
1522078651,0.29,0.00,0.43,0.02,0.00,0.00,0.02,0.22,0.00
0012974147,0.00,0.00,0.41,0.00,0.00,0.20,0.38,0.00,0.00
1295024019,0.00,0.00,0.46,0.00,0.00,0.51,0.01,0.00,0.01
0045665171,0.00,0.00,0.00,0.91,0.00,0.02,0.06,0.00,0.01
0444468790,0.00,0.00,0.13,0.00,0.07,0.01,0.79,0.00,0.00
1481970798,0.00,0.14,0.01,0.01,0.01,0.06,0.75,0.01,0.02
1941362594,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.64,0.34
2116173324,0.19,0.10,0.63,0.00,0.01,0.00,0.01,0.03,0.03
1537237428,0.69,0.03,0.00,0.00,0.00,0.08,0.14,0.05,0.01
1701804885,0.00,0.00,0.97,0.00,0.01,0.02,0.01,0.00,0.00
1480661374,0.00,0.00,0.78,0.14,0.00,0.00,0.07,0.00,0.00
0207857137,0.74,0.01,0.10,0.00,0.01,0.00,0.13,0.00,0.01
1217069072,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
1711681545,0.00,0.00,0.05,0.00,0.09,0.00,0.66,0.00,0.19
1721564495,0.00,0.00,0.79,0.00,0.04,0.16,0.00,0.00,0.00
0794433010,0.00,0.00,0.04,0.00,0.00,0.01,0.94,0.01,0.00
0274460338,0.00,0.00,0.06,0.00,0.00,0.07,0.86,0.00,0.00
1654439590,0.00,0.03,0.63,0.00,0.00,0.06,0.04,0.22,0.02
1262347424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1112774604,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.05
1664256936,0.00,0.00,0.01,0.00,0.03,0.00,0.97,0.00,0.00
2138835906,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
1232230729,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.82
0848589979,0.38,0.00,0.28,0.00,0.02,0.00,0.02,0.27,0.03
